username_author,link_username_author,link_content_comment
Cat Pretty,https://www.tripadvisor.com.vn/Profile/Catpretty19,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1546077-r644484870-Splendid_Star_Grand_Hotel-Hanoi.html
Chris A,https://www.tripadvisor.com.vn/Profile/T2640PKchrisa,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1546077-r644483995-Splendid_Star_Grand_Hotel-Hanoi.html
Rick W,https://www.tripadvisor.com.vn/Profile/rickwS7335OX,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d1546077-r642862643-Splendid_Star_Grand_Hotel-Hanoi.html
Moon L,https://www.tripadvisor.com.vn/Profile/MoonL438,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d15118858-r623111528-O_Gallery_Majestic_Hotel_Spa-Hanoi.html
Gini V,https://www.tripadvisor.com.vn/Profile/giniv2016,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d15118858-r666548447-O_Gallery_Majestic_Hotel_Spa-Hanoi.html
Joel H,https://www.tripadvisor.com.vn/Profile/joelh453,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d15118858-r665474938-O_Gallery_Majestic_Hotel_Spa-Hanoi.html
CatMal007,https://www.tripadvisor.com.vn/Profile/CatMal007,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d15118858-r665396336-O_Gallery_Majestic_Hotel_Spa-Hanoi.html
JRKSA,https://www.tripadvisor.com.vn/Profile/JRKSA,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d15118858-r664665491-O_Gallery_Majestic_Hotel_Spa-Hanoi.html
Erickktan1966,https://www.tripadvisor.com.vn/Profile/Erickktan1966,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r609874144-Golden_Sun_Suites_Hotel-Hanoi.html
tanshuyin,https://www.tripadvisor.com.vn/Profile/tanshuyin,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r603924778-Golden_Sun_Suites_Hotel-Hanoi.html
eca1998,https://www.tripadvisor.com.vn/Profile/eca1998,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r603860759-Golden_Sun_Suites_Hotel-Hanoi.html
Les S,https://www.tripadvisor.com.vn/Profile/less240,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r603773884-Golden_Sun_Suites_Hotel-Hanoi.html
Bernadette A,https://www.tripadvisor.com.vn/Profile/524bernadettea,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d5039614-r603715891-Golden_Sun_Suites_Hotel-Hanoi.html
Gerry p,https://www.tripadvisor.com.vn/Profile/Gerryp58,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r651848089-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Looch,https://www.tripadvisor.com.vn/Profile/Badflyer59,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r651425521-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Emma J,https://www.tripadvisor.com.vn/Profile/614emmaj,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r651186537-Hanoi_Trendy_Hotel_Spa-Hanoi.html
Zohar F,https://www.tripadvisor.com.vn/Profile/zoharf2013,https://www.tripadvisor.com.vn/ShowUserReviews-g293924-d10815710-r650805653-Hanoi_Trendy_Hotel_Spa-Hanoi.html
